author,poem,language,name,tags
Есть в народе слух ужасный:
Говорят, что каждый год
С той поры мужик несчастный
В день урочный гостя ждет;
Уж с утра погода злится,
Ночью буря настает,
И утопленник стучится
Под окном и у ворот.
",RU,Утопленник,"['Золотой век', 'Стихи Александра Пушкина – Золотой век']"
Федор Тютчев,"Напрасный труд — нет, их не вразумишь, —
Чем либеральней, тем они пошлее,
Цивилизация — для них фетиш,
Но недоступна им её идея.Как перед ней ни гнитесь, господа,
Вам не снискать признанья от Европы:
В ее глазах вы будете всегда
Не слуги просвещенья, а холопы.
",RU,Напрасный труд,"['Золотой век', 'Стихи Федора Тютчева – Золотой век']"
Даниил Хармс,"Однажды по дорожке
Я шел к себе домой.
Смотрю и вижу: кошки
Сидят ко мне спиной.Я крикнул: — Эй, вы, кошки!
Пойдемте-ка со мной,
Пойдемте по дорожке,
Пойдемте-ка домой.Скорей пойдемте, кошки,
А я вам на обед
Из лука и картошки
Устрою винегрет.— Ах, нет! — сказали кошки.-
Останемся мы тут!
Уселись на дорожке
И дальше не идут.
",RU,Даниил Хармс,"['О животных', 'Для детей', 'Стихи Даниила Хармса – О животных', 'Стихи Даниила Хармса – Для детей']"
Ольга Берггольц,"I
Я как рубеж запомню вечер:
декабрь, безогненная мгла,
я хлеб в руке домой несла,
и вдруг соседка мне навстречу.
— Сменяй на платье, — говорит, —
менять не хочешь — дай по дружбе.
Десятый день, как дочь лежит.
Не хороню. Ей гробик нужен.
Его за хлеб сколотят нам.
Отдай. Ведь ты сама рожала…—
И я сказала: — Не отдам.—
И бедный ломоть крепче сжала.
— Отдай, — она просила, — ты
сама ребенка хоронила.
Я принесла тогда цветы,
чтоб ты украсила могилу.—
…Как будто на краю земли,
одни, во мгле, в жестокой схватке,
две женщины, мы рядом шли,
две матери, две ленинградки.
И, одержимая, она
молила долго, горько, робко.
И сил хватило у меня
не уступить мой хлеб на гробик.
И сил хватило — привести
ее к себе, шепнув угрюмо:
— На, съешь кусочек, съешь… прости!
Мне для живых не жаль — не думай.—
…Прожив декабрь, январь, февраль,
я повторяю с дрожью счастья:
мне ничего живым не жаль —
ни слез, ни радости, ни страсти.
Перед лицом твоим, Война,
я поднимаю клятву эту,
как вечной жизни эстафету,
что мне друзьями вручена.
Их множество — друзей моих,
друзей родного Ленинграда.
О, мы задохлись бы без них
в мучительном кольце блокады.
II
. . . . . . . . . . .
. . . . . . . . . . .
III
О да — иначе не могли
ни те бойцы, ни те шоферы,
когда грузовики вели
по озеру в голодный город.
Холодный ровный свет луны,
снега сияют исступленно,
и со стеклянной вышины
врагу отчетливо видны
внизу идущие колонны.
И воет, воет небосвод,
и свищет воздух, и скрежещет,
под бомбами ломаясь, лед,
и озеро в воронки плещет.
Но вражеской бомбежки хуже,
еще мучительней и злей —
сорокаградусная стужа,
владычащая на земле.
Казалось — солнце не взойдет.
Навеки ночь в застывших звездах,
навеки лунный снег, и лед,
и голубой свистящий воздух.
Казалось, что конец земли…
Но сквозь остывшую планету
на Ленинград машины шли:
он жив еще. Он рядом где-то.
На Ленинград, на Ленинград!
Там на два дня осталось хлеба,
там матери под темным небом
толпой у булочной стоят,
и дрогнут, и молчат, и ждут,
прислушиваются тревожно:
— К заре, сказали, привезут…
— Гражданочки, держаться можно…—
И было так: на всем ходу
машина задняя осела.
Шофер вскочил, шофер на льду.
— Ну, так и есть — мотор заело.
Ремонт на пять минут, пустяк.
Поломка эта — не угроза,
да рук не разогнуть никак:
их на руле свело морозом.
Чуть разогнешь — опять сведет.
Стоять? А хлеб? Других дождаться?
А хлеб — две тонны? Он спасет
шестнадцать тысяч ленинградцев.—
И вот — в бензине руки он
смочил, поджег их от мотора,
и быстро двинулся ремонт
в пылающих руках шофера.
Вперед! Как ноют волдыри,
примерзли к варежкам ладони.
Но он доставит хлеб, пригонит
к хлебопекарне до зари.
Шестнадцать тысяч матерей
пайки получат на заре —
сто двадцать пять блокадных грамм
с огнем и кровью пополам.
…О, мы познали в декабре —
не зря «священным даром» назван
обычный хлеб, и тяжкий грех —
хотя бы крошку бросить наземь:
таким людским страданьем он,
такой большой любовью братской
для нас отныне освящен,
наш хлеб насущный, ленинградский.
IV
Дорогой жизни шел к нам хлеб,
дорогой дружбы многих к многим.
Еще не знают на земле
страшней и радостней дороги.
И я навек тобой горда,
сестра моя, москвичка Маша,
за твой февральский путь сюда,
в блокаду к нам, дорогой нашей.
Золотоглаза и строга,
как прутик, тоненькая станом,
в огромных русских сапогах,
в чужом тулупчике, с наганом, —
и ты рвалась сквозь смерть и лед,
как все, тревогой одержима, —
моя отчизна, мой народ,
великодушный и любимый.
И ты вела машину к нам,
подарков полную до края.
Ты знала — я теперь одна,
мой муж погиб, я голодаю.
Но то же, то же, что со мной,
со всеми сделала блокада.
И для тебя слились в одно
и я и горе Ленинграда.
И, ночью плача за меня,
ты забирала на рассветах
в освобожденных деревнях
посылки, письма и приветы.
Записывала: «Не забыть:
деревня Хохрино. Петровы.
Зайти на Мойку сто один
к родным. Сказать, что все здоровы,
что Митю долго мучил враг,
но мальчик жив, хоть очень
слабый…»
О страшном плене до утра
тебе рассказывали бабы
и лук сбирали по дворам,
в холодных, разоренных хатах:
— На, питерцам свезешь, сестра.
Проси прощенья — чем богаты…—
И ты рвалась — вперед, вперед,
как луч, с неодолимой силой.
Моя отчизна, мой народ,
родная кровь моя, — спасибо!
V
. . . . . . . . . . .
. . . . . . . . . . .
VI
Вот так, исполнены любви,
из-за кольца, из тьмы разлуки
друзья твердили нам: «Живи!»,
друзья протягивали руки.
Оледеневшие, в огне,
в крови, пронизанные светом,
они вручили вам и мне
единой жизни эстафету.
Безмерно счастие мое.
Спокойно говорю в ответ им:
— Друзья, мы приняли ее,
мы держим вашу эстафету.
Мы с ней прошли сквозь дни зимы.
В давящей мгле ее терзаний
всей силой сердца жили мы,
всем светом творческих дерзаний.
Да, мы не скроем: в эти дни
мы ели землю, клей, ремни;
но, съев похлебку из ремней,
вставал к станку упрямый мастер,
чтобы точить орудий части,
необходимые войне.
Но он точил, пока рука
могла производить движенья.
И если падал — у станка,
как падает солдат в сраженье.
И люди слушали стихи,
как никогда, — с глубокой верой,
в квартирах черных, как пещеры,
у репродукторов глухих.
И обмерзающей рукой,
перед коптилкой, в стуже адской,
гравировал гравер седой
особый орден — ленинградский.
Колючей проволокой он,
как будто бы венцом терновым,
кругом — по краю — обведен,
блокады символом суровым.
В кольце, плечом к плечу, втроем —
ребенок, женщина, мужчина,
под бомбами, как под дождем,
стоят, глаза к зениту вскинув.
И надпись сердцу дорога, —
она гласит не о награде,
она спокойна и строга:
«Я жил зимою в Ленинграде».
Так дрались мы за рубежи
твои, возлюбленная Жизнь!
И я, как вы, — упряма, зла, —
за них сражалась, как умела.
Душа, крепясь, превозмогла
предательскую немощь тела.
И я утрату понесла.
К ней не притронусь даже словом —
такая боль… И я смогла,
как вы, подняться к жизни снова.
Затем, чтоб вновь и вновь сражаться
за жизнь.
Носитель смерти, враг —
опять над каждым ленинградцем
заносит кованый кулак.
Но, не волнуясь, не боясь,
гляжу в глаза грядущим схваткам:
ведь ты со мной, страна моя,
и я недаром — ленинградка.
Так, с эстафетой вечной жизни,
тобой врученною, отчизна,
иду с тобой путем единым,
во имя мира твоего,
во имя будущего сына
и светлой песни для него.
Для дальней полночи счастливой
ее, заветную мою,
сложила я нетерпеливо
сейчас, в блокаде и в бою.
Не за нее ль идет война?
Не за нее ли ленинградцам
еще бороться, и мужаться,
и мстить без меры? Вот она:
— Здравствуй, крестник
красных командиров,
милый вестник,
вестник мира…
Сны тебе спокойные приснятся
битвы стихли на земле ночной.
Люди неба больше не боятся,
неба, озаренного луной.
В синей-синей глубине эфира
молодые облака плывут.
Над могилой красных командиров
мудрые терновники цветут.
Ты проснешься на земле цветущей,
вставшей не для боя — для труда.
Ты услышишь ласточек поющих:
ласточки вернулись в города.
Гнезда вьют они — и не боятся!
Вьют в стене пробитой, под окном:
крепче будет гнездышко держаться,
люди больше не покинут дом.
Так чиста теперь людская радость,
точно к миру прикоснулась вновь.
Здравствуй, сын мой, жизнь моя, награда,
здравствуй, победившая любовь!
",RU,Ольга Берггольц,"['О войне', 'Советские', 'Стихи Ольги Берггольц – О войне', 'Стихи Ольги Берггольц – Советские']"
Эдуард Асадов,"1.
Метель ревет, как седой исполин,
Вторые сутки не утихая,
Ревет как пятьсот самолетных турбин,
И нет ей, проклятой, конца и края!
Пляшет огромным белым костром,
Глушит моторы и гасит фары.
В замяти снежной аэродром,
Служебные здания и ангары.
В прокуренной комнате тусклый свет,
Вторые сутки не спит радист,
Он ловит, он слушает треск и свист,
Все ждут напряженно: жив или нет?
Радист кивает: — Пока еще да,
Но боль ему не дает распрямиться.
А он еще шутит: мол, вот беда —
Левая плоскость моя никуда!
Скорее всего, перелом ключицы…
Где-то буран, ни огня, ни звезды
Над местом аварии самолета.
Лишь снег заметает обломков следы
Да замерзающего пилота.
Ищут тракторы день и ночь,
Да только впустую. До слез обидно.
Разве найти тут, разве помочь —
Руки в полуметре от фар не видно?
А он понимает, а он и не ждет,
Лежа в ложбинке, что станет гробом.
Трактор если даже придет,
То все равно в двух шагах пройдет
И не заметит его под сугробом.
Сейчас любая зазря операция.
И все-таки жизнь покуда слышна.
Слышна, ведь его портативная рация
Чудом каким-то, но спасена.
Встать бы, но боль обжигает бок,
Теплой крови полон сапог,
Она, остывая, смерзается в лед,
Снег набивается в нос и рот.
Что перебито? Понять нельзя,
Но только не двинуться, не шагнуть!
Вот и окончен, видать, твой путь!
А где-то сынишка, жена, друзья…
Где-то комната, свет, тепло…
Не надо об этом! В глазах темнеет…
Снегом, наверно, на метр замело.
Тело сонливо деревенеет…
А в шлемофоне звучат слова:
— Алло! Ты слышишь? Держись, дружище! —
Тупо кружится голова…
— Алло! Мужайся! Тебя разыщут!.. —
Мужайся? Да что он, пацан или трус?!
В каких ведь бывал переделках грозных.
— Спасибо… Вас понял… Пока держусь! —
А про себя добавляет: «Боюсь,
Что будет все, кажется, слишком поздно…»
Совсем чугунная голова.
Кончаются в рации батареи.
Их хватит еще на час или два.
Как бревна руки… спина немеет…
— Алло! — это, кажется, генерал.
— Держитесь, родной, вас найдут, откопают…-
Странно: слова звенят, как кристалл,
Бьются, стучат, как в броню металл,
А в мозг остывший почти не влетают…
Чтоб стать вдруг счастливейшим на земле,
Как мало, наверное, необходимо:
Замерзнув вконец, оказаться в тепле,
Где доброе слово да чай на столе,
Спирта глоток да затяжка дыма…
Опять в шлемофоне шуршит тишина.
Потом сквозь метельное завыванье:
— Алло! Здесь в рубке твоя жена!
Сейчас ты услышишь ее. Вниманье! —
С минуту гуденье тугой волны,
Какие-то шорохи, трески, писки,
И вдруг далекий голос жены,
До боли знакомый, до жути близкий!
— Не знаю, что делать и что сказать.
Милый, ты сам ведь отлично знаешь,
Что, если даже совсем замерзаешь,
Надо выдержать, устоять! —
Хорошая, светлая, дорогая!
Ну как объяснить ей в конце концов,
Что он не нарочно же здесь погибает,
Что боль даже слабо вздохнуть мешает
И правде надо смотреть в лицо.
— Послушай! Синоптики дали ответ:
Буран окончится через сутки.
Продержишься? Да?
— К сожалению, нет…
— Как нет? Да ты не в своем рассудке! —
Увы, все глуше звучат слова.
Развязка, вот она — как ни тяжко.
Живет еще только одна голова,
А тело — остывшая деревяшка.
А голос кричит: — Ты слышишь, ты слышишь?!
Держись! Часов через пять рассвет.
Ведь ты же живешь еще! Ты же дышишь?!
Ну есть ли хоть шанс?
— К сожалению, нет… —
Ни звука. Молчанье. Наверно, плачет.
Как трудно последний привет послать!
И вдруг: — Раз так, я должна сказать! —
Голос резкий, нельзя узнать.
Странно. Что это может значить?
— Поверь, мне горько тебе говорить.
Еще вчера я б от страха скрыла.
Но раз ты сказал, что тебе не дожить,
То лучше, чтоб после себя не корить,
Сказать тебе коротко все, что было.
Знай же, что я дрянная жена
И стою любого худого слова.
Я вот уже год тебе неверна
И вот уже год, как люблю другого!
О, как я страдала, встречая пламя
Твоих горячих восточных глаз. —
Он молча слушал ее рассказ,
Слушал, может, в последний раз,
Сухую былинку зажав зубами.
— Вот так целый год я лгала, скрывала,
Но это от страха, а не со зла.
— Скажи мне имя!..-
Она помолчала,
Потом, как ударив, имя сказала,
Лучшего друга его назвала!
Затем добавила торопливо:
— Мы улетаем на днях на юг.
Здесь трудно нам было бы жить счастливо.
Быть может, все это не так красиво,
Но он не совсем уж бесчестный друг.
Он просто не смел бы, не мог, как и я,
Выдержать, встретясь с твоими глазами.
За сына не бойся. Он едет с нами.
Теперь все заново: жизнь и семья.
Прости, не ко времени эти слова.
Но больше не будет иного времени. —
Он слушает молча. Горит голова…
И словно бы молот стучит по темени…
— Как жаль, что тебе ничем не поможешь!
Судьба перепутала все пути.
Прощай! Не сердись и прости, если можешь!
За подлость и радость мою прости! —
Полгода прошло или полчаса?
Наверно, кончились батареи.
Все дальше, все тише шумы… голоса…
Лишь сердце стучит все сильней и сильнее!
Оно грохочет и бьет в виски!
Оно полыхает огнем и ядом.
Оно разрывается на куски!
Что больше в нем: ярости или тоски?
Взвешивать поздно, да и не надо!
Обида волной заливает кровь.
Перед глазами сплошной туман.
Где дружба на свете и где любовь?
Их нету! И ветер как эхо вновь:
Их нету! Все подлость и все обман!
Ему в снегу суждено подыхать,
Как псу, коченея под стоны вьюги,
Чтоб два предателя там, на юге,
Со смехом бутылку открыв на досуге,
Могли поминки по нем справлять?!
Они совсем затиранят мальца
И будут усердствовать до конца,
Чтоб вбить ему в голову имя другого
И вырвать из памяти имя отца!
И все-таки светлая вера дана
Душонке трехлетнего пацана.
Сын слушает гул самолетов и ждет.
А он замерзает, а он не придет!
Сердце грохочет, стучит в виски,
Взведенное, словно курок нагана.
От нежности, ярости и тоски
Оно разрывается на куски.
А все-таки рано сдаваться, рано!
Эх, силы! Откуда вас взять, откуда?
Но тут ведь на карту не жизнь, а честь!
Чудо? Вы скажете, нужно чудо?
Так пусть же! Считайте, что чудо есть!
Надо любою ценой подняться
И, всем существом устремясь вперед,
Грудью от мерзлой земли оторваться,
Как самолет, что не хочет сдаваться,
А сбитый, снова идет на взлет!
Боль подступает такая, что кажется,
Замертво рухнешь в сугроб ничком!
И все-таки он, хрипя, поднимается.
Чудо, как видите, совершается!
Впрочем, о чуде потом, потом…
Швыряет буран ледяную соль,
Но тело горит, будто жарким летом,
Сердце колотится в горле где-то,
Багровая ярость да черная боль!
Вдали сквозь дикую карусель
Глаза мальчишки, что верно ждут,
Они большие, во всю метель,
Они, как компас, его ведут!
— Не выйдет! Неправда, не пропаду! —
Он жив. Он двигается, ползет!
Встает, качается на ходу,
Падает снова и вновь встает…
2.
К полудню буран захирел и сдал.
Упал и рассыпался вдруг на части.
Упал, будто срезанный наповал,
Выпустив солнце из белой пасти.
Он сдал в предчувствии скорой весны,
Оставив после ночной операции
На чахлых кустах клочки седины,
Как белые флаги капитуляции.
Идет на бреющем вертолет,
Ломая безмолвие тишины.
Шестой разворот, седьмой разворот,
Он ищет… ищет… и вот, и вот —
Темная точка средь белизны!
Скорее! От рева земля тряслась.
Скорее! Ну что там: зверь? Человек?
Точка качнулась, приподнялась
И рухнула снова в глубокий снег…
Все ближе, все ниже… Довольно! Стоп!
Ровно и плавно гудят машины.
И первой без лесенки прямо в сугроб
Метнулась женщина из кабины!
Припала к мужу: — Ты жив, ты жив!
Я знала… Все будет так, не иначе!.. —
И, шею бережно обхватив,
Что-то шептала, смеясь и плача.
Дрожа, целовала, как в полусне,
Замерзшие руки, лицо и губы.
А он еле слышно, с трудом, сквозь зубы:
— Не смей… Ты сама же сказала мне.
— Молчи! Не надо! Все бред, все бред!
Какой же меркой меня ты мерил?
Как мог ты верить?! А впрочем, нет,
Какое счастье, что ты поверил!
Я знала, я знала характер твой!
Все рушилось, гибло… хоть вой, хоть реви!
И нужен был шанс, последний, любой!
А ненависть может гореть порой
Даже сильней любви!
И вот говорю, а сама трясусь,
Играю какого-то подлеца.
И все боюсь, что сейчас сорвусь,
Что-нибудь выкрикну, разревусь,
Не выдержав до конца!
Прости же за горечь, любимый мой!
Всю жизнь за один, за один твой взгляд,
Да я, как дура, пойду за тобой,
Хоть к черту! Хоть в пекло! Хоть в самый ад! —
И были такими глаза ее,
Глаза, что любили и тосковали,
Таким они светом сейчас сияли,
Что он посмотрел в них и понял все!
И, полузамерзший, полуживой,
Он стал вдруг счастливейшим на планете.
Ненависть, как ни сильна порой,
Не самая сильная вещь на свете!
",RU,Эдуард Асадов,"['О войне', 'О любви', 'Советские', 'Стихи Эдуарда Асадова – О войне', 'Стихи Эдуарда Асадова – О любви', 'Стихи Эдуарда Асадова – Советские']"
Эдуард Асадов,"Мы решили с тобой дружить,
Пустяками сердец не волнуя.
Мы решили, что надо быть
Выше вздоха и поцелуя…
Для чего непременно вздох,
Звезды, встречи… скамья в аллее?
Эти глупые «ах» да «ох»!..
Мы — серьезнее и умнее!
Если кто-то порой на танцах
Приглашал тебя в шумный круг,
Я лишь щелкал презрительно пальцем —
Можешь с ним хоть навек остаться.
Что за дело мне? Я же друг!
Ну, а если с другой девчонкой
Я кружил на вешнем ветру,
Ты, плечами пожав в сторонке,
Говорила потом мне тонко:
— Молодец! Нашел кенгуру!
Всех людей насмешил вокруг.-
И, шепнув, добавляла хмуро:
— Заявляю тебе, как друг:
Не танцуй больше с этой дурой!
Мы дружили с тобой всерьез!
А влюбленность и сердца звон…
Да для нас подобный вопрос
Просто-напросто был смешон!
Как-то в сумрак, когда закат
От бульваров ушел к вокзалу,
Ты, прильнув ко мне, вдруг сказала:
— Что-то очень прохладно стало,
Ты меня обними… как брат…
И, обняв, я сказал ликуя,
Слыша сердца набатный стук:
— Я тебя сейчас поцелую!
Поцелую тебя… как друг…
Целовал я тебя до утра,
А потом и ты целовала
И, целуя, все повторяла:
— Это я тебя, как сестра…
Улыбаясь, десятки звезд
Тихо гасли на небосводе.
Мы решили дружить всерьез.
Разве плохо у нас выходит?
Кто и в чем помешает нам?
Ведь нигде же не говорится,
Что надежным, большим друзьям
Запрещается пожениться?
И отныне я так считаю:
Все влюбленности — ерунда.
Вот серьезная дружба — да!
Я по опыту это знаю…
",RU,Эдуард Асадов,"['О дружбе', 'О любви', 'Советские', 'Стихи Эдуарда Асадова – О дружбе', 'Стихи Эдуарда Асадова – О любви', 'Стихи Эдуарда Асадова – Советские']"
Константин Бальмонт,"Я буду ждать тебя мучительно,
Я буду ждать тебя года,
Ты манишь сладко-исключительно,
Ты обещаешь навсегда.
Ты вся — безмолвие несчастия,
Случайный свет во мгле земной,
Неизъясненность сладострастия,
Еще не познанного мной.
Своей усмешкой вечно-кроткою,
Лицом, всегда склоненным ниц,
Своей неровною походкою
Крылатых, но не ходких птиц,
Ты будишь чувства тайно-спящие,
И знаю, не затмит слеза
Твои куда-то прочь глядящие,
Твои неверные глаза.
Не знаю, хочешь ли ты радости,
Уста к устам, прильнуть ко мне,
Но я не знаю высшей сладости,
Как быть с тобой наедине.
Не знаю, смерть ли ты нежданная
Иль нерожденная звезда,
Но буду ждать тебя, желанная,
Я буду ждать тебя всегда.
",RU,Константин Бальмонт,"['О любви', 'Серебряный век', 'Стихи Константина Бальмонта – О любви', 'Стихи Константина Бальмонта – Серебряный век']"
Михаил Лермонтов,"В простосердечии невежды
Короче знать вас я желал,
Но эти сладкие надежды
Теперь я вовсе потерял.
Без вас — хочу сказать вам много,
При вас — я слушать вас хочу:
Но молча вы глядите строго,
И я, в смущении, молчу!
Что делать? — речью безыскусной
Ваш ум занять мне не дано…
Всё это было бы смешно,
Когда бы не было так грустно.А. О. Смирновой. Впервые опубликовано (с сокращением первой строфы) в 1840 г. в «Отечественных записках» (т. 12, № 10, отд. III, с. 229).
Написано в альбом Александре Осиповне Смирновой, рожденной Россет, хозяйке известного литературного салона, где бывали Жуковский, Пушкин, Гоголь и многие другие русские писатели.Лермонтов встречался со Смирновой в 1840–1841 гг. в ее салоне и у Карамзиных: «Софи Карамзина мне раз сказала, что Лермонтов был обижен тем, что я ничего ему не сказала об его стихах. Альбом всегда лежал на маленьком столике в моем салоне. Он пришел как-то утром, не застал меня, поднялся наверх, открыл альбом и написал эти стихи» (А. О. Смирнова-Россет. Автобиография, с. 213).
",RU,А.О. Смирновой,"['О любви', 'Короткие', '12 строк', 'Золотой век', 'Стихи Михаила Лермонтова – О любви', 'Стихи Михаила Лермонтова – Короткие', 'Стихи Михаила Лермонтова – 12 строк', 'Стихи Михаила Лермонтова – Золотой век']"
Николай Гумилев,"На таинственном озере Чад
Посреди вековых баобабов
Вырезные фелуки стремят
На заре величавых арабов.
По лесистым его берегам
И в горах, у зеленых подножий,
Поклоняются страшным богам
Девы-жрицы с эбеновой кожей.
Я была женой могучего вождя,
Дочерью властительного Чада,
Я одна во время зимнего дождя
Совершала таинство обряда.
Говорили — на сто миль вокруг
Женщин не было меня светлее,
Я браслетов не снимала с рук.
И янтарь всегда висел на шее.
Белый воин был так строен,
Губы красны, взор спокоен,
Он был истинным вождем;
И открылась в сердце дверца,
А когда нам шепчет сердце,
Мы не боремся, не ждем.
Он сказал мне, что едва ли
И во Франции видали
Обольстительней меня
И как только день растает,
Для двоих он оседлает
Берберийского коня.
Муж мой гнался с верным луком,
Пробегал лесные чащи,
Перепрыгивал овраги,
Плыл по сумрачным озерам
И достался смертным мукам;
Видел только день палящий
Труп свирепого бродяги,
Труп покрытого позором.
А на быстром и сильном верблюде,
Утопая в ласкающей груде
Шкур звериных и шелковых тканей,
Уносилась я птицей на север,
Я ломала мой редкостный веер,
Упиваясь восторгом заранее.
Раздвигала я гибкие складки
У моей разноцветной палатки
И, смеясь, наклоняясь в оконце,
Я смотрела, как прыгает солнце
В голубых глазах европейца.
А теперь, как мертвая смоковница,
У которой листья облетели,
Я ненужно-скучная любовница,
Словно вещь, я брошена в Марселе.
Чтоб питаться жалкими отбросами,
Чтоб жить, вечернею порою
Я пляшу пред пьяными матросами,
И они, смеясь, владеют мною.
Робкий ум мой обессилен бедами,
Взор мой с каждым часом угасает…
Умереть? Но там, в полях неведомых,
Там мой муж, он ждет и не прощает.
",RU,Озеро Чад,"['О любви', 'О родине', 'Серебряный век', 'Стихи Николая Гумилева – О любви', 'Стихи Николая Гумилева – О родине', 'Стихи Николая Гумилева – Серебряный век']"
Николай Гумилев,"Да, я знаю, я вам не пара,
Я пришел из другой страны,
И мне нравится не гитара,
А дикарский напев зурны.
Не по залам и по салонам,
Темным платьям и пиджакам —
Я читаю стихи драконам,
Водопадам и облакам.
Я люблю — как араб в пустыне
Припадает к воде и пьет,
А не рыцарем на картине,
Что на звезды смотрит и ждет.
И умру я не на постели,
При нотариусе и враче,
А в какой-нибудь дикой щели,
Утонувшей в густом плюще,
Чтоб войти не во всем открытый,
Протестантский, прибранный рай,
А туда, где разбойник и мытарь
И блудница крикнут: вставай!
",RU,"Я и Вы (Да, я знаю, я вам не пара)","['О жизни', 'Серебряный век', 'Стихи Николая Гумилева – О жизни', 'Стихи Николая Гумилева – Серебряный век']"
Борис Заходер,"Завёлся озорник у нас.
Горюет вся семья.
В квартире от его проказ
Буквально нет житья!
Никто с ним, правда, не знаком,
Но знают все зато,
Что виноват всегда во всём
Лишь он один — НИКТО!
Кто, например, залез в буфет,
Конфеты там нашёл
И все бумажки от конфет
Кто побросал под стол?
Кто на обоях рисовал?
Кто разорвал пальто?
Кто в папин стол свой нос совал?
НИКТО, НИКТО, НИКТО!
— НИКТО — ужасный сорванец!
Сказала строго мать. —
Его должны мы наконец
Примерно наказать!
НИКТО сегодня не пойдёт
Ни в гости, ни в кино!
Смеётесь вы?
А нам с сестрой
Ни капли не смешно!
",RU,Никто,"['Для детей', 'Стихи Бориса Заходера – Для детей']"
Алексей Толстой,"Без отдыха пирует с дружиной удалой
Иван Васильич Грозный под матушкой-Москвой.
Ковшами золотыми столов блистает ряд,
Разгульные за ними опричники сидят.
С вечерни льются вины на царские ковры,
Поют ему с полночи лихие гусляры,
Поют потехи брани, дела былых времен,
И взятие Казани, и Астрахани плен.
Но голос прежней славы царя не веселит,
Подать себе личину он кравчему велит:
«Да здравствуют тиуны, опричники мои!
Вы ж громче бейте в струны, баяны-соловьи!
Себе личину, други, пусть каждый изберет,
Я первый открываю веселый хоровод.
За мной, мои тиуны, опричники мои!
Вы ж громче бейте в струны, баяны-соловьи!»
И все подъяли кубки. Не поднял лишь один;
Один не поднял кубка, Михайло князь Репнин.
«О царь! Забыл ты бога, свой сан ты, царь, забыл
Опричниной на горе престол свой окружил!
Рассыпь державным словом детей бесовских рать!
Тебе ли, властелину, здесь в машкаре плясать!»
Но царь, нахмуря брови: «В уме ты, знать, ослаб,
Или хмелен не в меру? Молчи, строптивый раб!
Не возражай ни слова и машкару надень —
Или клянусь, что прожил ты свой последний день!»
Тут встал и поднял кубок Репнин, правдивый князь:
«Опричнина да сгинет! — он рек, перекрестясь.—
Да здравствует вовеки наш православный царь!
Да правит человеки, как правил ими встарь!
Да презрит, как измену, бесстыдной лести глас!
Личины ж не надену я в мой последний час!»
Он молвил и ногами личину растоптал;
Из рук его на землю звенящий кубок пал…
«Умри же, дерзновенный!» — царь вскрикнул, разъярясь,
И пал, жезлом пронзенный, Репнин, правдивый князь.
И вновь подъяты кубки, ковши опять звучат,
За длинными столами опричники шумят,
И смех их раздается, и пир опять кипит,
Но звон ковшей и кубков царя не веселит:
«Убил, убил напрасно я верного слугу,
